   0.0000000000000000e+00	  -4.8380000000000003e-03	   1.6128699999999999e-02	  -1.6138800000000000e-01	   5.5445400000000000e-01	  -3.7941900000000001e-01	  -3.3666799999999997e-02	   4.9240700000000000e-03	  -4.9390200000000002e-02	  -3.6843100000000001e-01	   6.1250499999999997e-01	  -2.2892000000000001e-01	   3.4858199999999999e-02	  -9.5070007732521472e-02	   9.8417547915729993e-03	   1.8523788964475121e-02	  -1.6199191834274196e-01	  -7.5730522226663349e-02	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -3.8756533333333332e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -1.7269775376515406e-01	  -1.3346428860672538e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.0916492434958824e-01	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -5.0993750949074081e+02	  -5.1506249050925919e+02	
   5.0000000000000001e-04	  -4.8398900000000003e-03	   1.6380200000000001e-02	  -1.6116700000000000e-01	   5.5428999999999995e-01	  -3.7946700000000000e-01	  -3.3887500000000001e-02	   4.9231900000000000e-03	  -4.9160299999999997e-02	  -3.6834499999999998e-01	   6.1261200000000005e-01	  -2.2911200000000001e-01	   3.4762200000000000e-02	  -9.5069937724206688e-02	   9.8417480866531612e-03	   1.8523801555035628e-02	  -1.6199160821496075e-01	  -7.5730328384044560e-02	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -3.8756507536391172e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -1.7269682487419954e-01	  -1.3346370801167354e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.0916569701645908e-01	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -5.0737507592592590e+02	  -5.1762492407407410e+02	
   1.0000000000000000e-03	  -4.8419300000000004e-03	   1.6632200000000000e-02	  -1.6094500000000000e-01	   5.5412600000000001e-01	  -3.7951499999999999e-01	  -3.4109399999999998e-02	   4.9220799999999997e-03	  -4.8929899999999998e-02	  -3.6825900000000000e-01	   6.1272099999999996e-01	  -2.2930700000000001e-01	   3.4664599999999997e-02	  -9.5069727803074489e-02	   9.8417279818360636e-03	   1.8523839308047185e-02	  -1.6199067829149152e-01	  -7.5729747143628595e-02	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -3.8756430183817808e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -1.7269527756430725e-01	  -1.3346274087935014e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.0916698409443827e-01	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -5.0481275625000006e+02	  -5.2018724374999988e+02	
   1.5000000000000000e-03	  -4.8441200000000004e-03	   1.6884500000000000e-02	  -1.6072400000000001e-01	   5.5396199999999995e-01	  -3.7956299999999998e-01	  -3.4332500000000002e-02	   4.9207499999999998e-03	  -4.8698999999999999e-02	  -3.6817299999999997e-01	   6.1283100000000001e-01	  -2.2950300000000001e-01	   3.4565400000000003e-02	  -9.5069378124843062e-02	   9.8416944920353445e-03	   1.8523902195504836e-02	  -1.6198912926214584e-01	  -7.5728778936576063e-02	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -3.8756301332992910e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -1.7269311252413977e-01	  -1.3346138764019747e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.0916878501068496e-01	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -5.0225060740740741e+02	  -5.2274939259259259e+02	
   2.0000000000000000e-03	  -4.8464600000000004e-03	   1.7137300000000001e-02	  -1.6050300000000001e-01	   5.5379800000000001e-01	  -3.7961200000000000e-01	  -3.4556799999999999e-02	   4.9191900000000004e-03	  -4.8467600000000000e-02	  -3.6808800000000003e-01	   6.1294099999999996e-01	  -2.2970099999999999e-01	   3.4464200000000000e-02	  -9.5068888845230654e-02	   9.8416476321646264e-03	   1.8523990189403629e-02	  -1.6198696181673525e-01	  -7.5727424194047543e-02	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -3.8756121041296138e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -1.7269033044235954e-01	  -1.3345964872465799e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.0917109919235825e-01	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -4.9968868634259263e+02	  -5.2531131365740737e+02	
   2.5000000000000001e-03	  -4.8489400000000004e-03	   1.7390400000000000e-02	  -1.6028200000000001e-01	   5.5363399999999996e-01	  -3.7966100000000003e-01	  -3.4782399999999998e-02	   4.9174099999999997e-03	  -4.8235599999999997e-02	  -3.6800200000000000e-01	   6.1305200000000004e-01	  -2.2990200000000000e-01	   3.4361000000000003e-02	  -9.5068260119955464e-02	   9.8415874171375439e-03	   1.8524103261738610e-02	  -1.6198417664507131e-01	  -7.5725683347203643e-02	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -3.8755889366107171e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -1.7268693200762916e-01	  -1.3345752456317408e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.0917392606661729e-01	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -4.9712705000000005e+02	  -5.2787294999999995e+02	
   3.0000000000000001e-03	  -4.8515700000000004e-03	   1.7643900000000001e-02	  -1.6006000000000001e-01	   5.5347000000000002e-01	  -3.7971100000000002e-01	  -3.5009400000000003e-02	   4.9154200000000002e-03	  -4.8003100000000000e-02	  -3.6791600000000002e-01	   6.1316400000000004e-01	  -2.3010500000000000e-01	   3.4255500000000001e-02	  -9.5067492104735724e-02	   9.8415138618677313e-03	   1.8524241384504821e-02	  -1.6198077443696560e-01	  -7.5723556827204969e-02	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -3.8755606364805661e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -1.7268291790861109e-01	  -1.3345501558618814e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.0917726506062116e-01	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -4.9456575532407419e+02	  -5.3043424467592581e+02	
   3.5000000000000001e-03	  -4.8543600000000003e-03	   1.7897900000000001e-02	  -1.5983900000000001e-01	   5.5330599999999996e-01	  -3.7976100000000002e-01	  -3.5237600000000001e-02	   4.9132100000000003e-03	  -4.7770000000000000e-02	  -3.6783100000000002e-01	   6.1327600000000004e-01	  -2.3030900000000001e-01	   3.4147600000000000e-02	  -9.5066584955289649e-02	   9.8414269812688131e-03	   1.8524404529697312e-02	  -1.6197675588222971e-01	  -7.5721045065212086e-02	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -3.8755272094771281e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -1.7267828883396785e-01	  -1.3345212222414254e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.0918111560152904e-01	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -4.9200485925925932e+02	  -5.3299514074074068e+02	
   4.0000000000000001e-03	  -4.8572900000000002e-03	   1.8152100000000001e-02	  -1.5961800000000001e-01	   5.5314300000000005e-01	  -3.7981100000000001e-01	  -3.5467199999999997e-02	   4.9107999999999999e-03	  -4.7536200000000001e-02	  -3.6774499999999999e-01	   6.1338999999999999e-01	  -2.3051600000000000e-01	   3.4037100000000001e-02	  -9.5065538827335427e-02	   9.8413267902544219e-03	   1.8524592669311127e-02	  -1.6197212167067510e-01	  -7.5718148492385631e-02	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -3.8754886613383704e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -1.7267304547236198e-01	  -1.3344884490747974e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.0918547711650001e-01	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -4.8944441875000007e+02	  -5.3555558124999993e+02	
   4.4999999999999997e-03	  -4.8603700000000001e-03	   1.8406800000000001e-02	  -1.5939700000000001e-01	   5.5298000000000003e-01	  -3.7986199999999998e-01	  -3.5698100000000003e-02	   4.9081899999999998e-03	  -4.7301900000000001e-02	  -3.6765900000000001e-01	   6.1350400000000005e-01	  -2.3072500000000001e-01	   3.3923900000000000e-02	  -9.5064353876591318e-02	   9.8412133037381905e-03	   1.8524805775341314e-02	  -1.6196687249211342e-01	  -7.5714867539886196e-02	   1.5707963267948966e+00	  -1.5707963267948966e+00	  -3.8754449978022598e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	  -1.7266718851245599e-01	  -1.3344518406664208e-01	  -1.5707963267948966e+00	   1.5707963267948966e+00	   1.0919034903269319e-01	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -0.0000000000000000e+00	  -4.8688449074074077e+02	  -5.3811550925925917e+02	
